speed,acceleration,steering_angel
12.850197,0.34428203,-0.8948727
16.540976,0.34201315,-1.0700259
16.69253,0.26801872,-0.8952506
18.021664,0.24731056,-1.0778801
18.593998,0.17845806,-0.804756
17.806469,0.3136665,-1.0447264
12.22904,0.30406108,-0.9298175
18.05564,0.19372502,-0.8554632
20.26234,0.18305969,-0.21705462
20.713259,0.15776853,-0.29321158
21.02372,0.10973569,-0.30497974
21.515423,0.07422068,-0.28243667
21.757729,0.13274047,-0.41555023
21.283003,0.22668627,-0.6143174
20.650263,0.16982365,-0.6785802
19.649193,0.28838894,-0.7518329
20.321285,0.23768471,-0.6551177
19.997122,0.25684053,-0.6578161
22.527153,0.11821461,-0.19777371
21.605131,0.15498357,-0.4180354
21.48251,0.1343496,-0.42193413
20.32665,0.18927145,-0.40196753
20.741693,0.25327337,-0.6480914
20.374983,0.22865467,-0.730315
20.424347,0.25781736,-0.7165248
19.00876,0.29042724,-0.62228006
19.427626,0.27874786,-0.67459637
18.635202,0.11070658,-0.22060366
17.67687,0.3492938,-0.5036917
18.843512,0.27793342,-0.6541062
18.906971,0.31216165,-0.8013181
18.594973,0.24554633,-0.7424298
19.55536,0.16028754,-0.59473044
21.002024,0.096244745,-0.50558907
20.795221,0.14743607,-0.46162397
21.28038,0.18036886,-0.5576171
20.822865,0.22716115,-0.6980054
20.743135,0.24534358,-0.69285995
16.811459,0.21836929,-0.21261175
12.242749,0.3118901,-0.6523252
14.1178,0.30819848,-0.9922115
13.77429,0.36506584,-1.1113966
14.508477,0.41421378,-1.3636954
15.144954,0.35680154,-1.2545416
15.572501,0.31902498,-1.1986173
15.470656,0.40322512,-1.3711084
16.3572,0.34282526,-1.0908715
16.769611,0.28493094,-0.9908243
20.541325,0.16943729,-0.1316327
20.961065,0.046342425,-0.04635362
22.241728,0.059857853,-0.08356092
21.776003,0.06212298,-0.08948333
21.32777,0.05078616,-0.14345683
22.01566,0.05170683,-0.17464377
21.574385,0.13651328,-0.2700135
19.785257,0.14670798,-0.2255115
20.377499,0.0794281,-0.23717512
21.776114,0.017180184,-0.16183116
21.091639,-0.05151529,0.39225975
22.682499,-0.10369975,0.4315364
22.61628,-0.07929004,0.2812093
22.734203,-0.061895527,0.30642065
22.71648,0.040545292,-0.024828324
22.041317,0.085961506,-0.26294577
22.158566,0.18071245,-0.5330066
20.949608,0.13542303,-0.43396926
21.234411,0.07970146,-0.48899013
21.39623,0.08289204,-0.39260447
11.731929,0.41086572,-0.63403827
0.119577095,0.43469885,-1.7335933
-1.5611385,-0.050270267,-2.074816
-3.0484793,0.06769145,-2.095673
-3.0695727,0.11792193,-2.1882205
-6.8629746,0.004720503,-2.2851844
-4.830191,-0.012144334,-2.4311397
-5.6431985,0.0036459353,-2.4768906
-5.4091783,-0.0107870465,-2.3828056
-5.3014073,0.0033257988,-2.3819888
20.162905,0.17244574,-0.11596284
20.575947,0.15825297,-0.3207423
20.883192,0.078063525,-0.20029654
21.712307,0.09504874,-0.2685395
21.15875,0.10146139,-0.38699704
21.108994,0.22931084,-0.6043749
20.704336,0.23313315,-0.67168444
20.333738,0.16465594,-0.633428
20.033733,0.27876383,-0.7489862
20.300848,0.23458424,-0.71895725
16.504627,0.339066,-0.5372117
12.06226,0.44870645,-0.98330826
10.445331,0.49340641,-1.6736833
11.077643,0.388223,-1.5437555
12.437371,0.37816858,-1.4405646
12.230046,0.3957273,-1.6001884
12.999364,0.40120286,-1.6195886
12.749116,0.4378394,-1.6223997
11.035897,0.44875968,-1.6143177
12.366462,0.35231605,-1.4096214
11.072889,0.53210974,-0.8784544
-4.9917474,0.45888528,-1.8580395
-3.1465724,-0.20061558,-2.374988
-5.290776,-0.021015694,-2.3554664
-4.818999,0.051190324,-2.3669188
-5.3073144,0.023459995,-2.2564692
-5.8023896,-0.032403715,-2.3035371
-5.168019,0.036293812,-2.2964013
-5.707249,-0.0054202885,-2.2976096
-5.335177,0.022769341,-2.3601863
15.373178,0.38269082,-0.5716726
15.480047,0.26502457,-0.6692118
12.711765,0.39793953,-1.2105474
11.81617,0.44494373,-1.5798446
14.10053,0.31070086,-1.1172589
15.106426,0.3649069,-1.2631073
14.353421,0.40074912,-1.3267223
13.637478,0.44280037,-1.3920087
15.367618,0.34253654,-1.0857016
15.364059,0.39329576,-1.1945516
20.827162,0.34492424,-0.56692296
19.393362,0.31352016,-0.65389985
19.222364,0.25739712,-0.6632742
17.49686,0.29741764,-0.7074855
17.05563,0.3724573,-0.94944555
18.689772,0.29754764,-0.87518567
18.444963,0.25502998,-0.76577204
19.060467,0.1719471,-0.61618394
19.502895,0.17975359,-0.65136844
19.938347,0.2178438,-0.80118304
-0.88989097,0.39046746,-0.7033585
-3.0695288,-0.18309173,-1.6944143
-6.30745,-0.037544347,-2.3822608
-4.2643228,0.11883345,-2.4280922
-5.385575,0.024926567,-2.29544
-5.3564095,0.017544726,-2.292907
-6.5792127,-0.055028774,-2.2740667
-7.3020577,-0.07187731,-2.394272
-5.5187497,-0.027580282,-2.410368
-5.539746,0.0060837506,-2.2702394
19.342867,0.18622103,-0.2396424
20.170002,0.17954312,-0.31907344
20.327097,0.15351464,-0.37332147
20.49359,0.12593737,-0.4934479
20.67661,0.09657405,-0.2885685
20.965385,0.19010288,-0.43003613
20.928432,0.17991552,-0.5668079
17.835709,0.21817668,-0.4833761
21.140455,0.18483299,-0.56339616
19.571545,0.14113988,-0.539788
5.5643125,0.33737734,-0.42029107
0.38264433,0.06649252,-1.7552565
-3.8333647,0.093214475,-2.2847478
-4.2245717,0.049880512,-2.2428749
-3.95282,0.079620205,-2.1844523
-3.8504755,0.10823045,-2.203187
-4.169173,0.061349325,-2.2967572
-4.944529,-0.0054231198,-2.1982448
-5.9550805,-0.013850621,-2.4041119
-5.380549,-0.038451128,-2.3554804
19.269287,0.3841362,-0.62877345
19.635378,0.16406251,-0.350864
19.746742,0.23792869,-0.6122415
20.083261,0.2043075,-0.617861
20.49039,0.15715893,-0.52290183
20.344097,0.14107205,-0.37846285
20.351866,0.20531356,-0.49275517
20.675453,0.18642299,-0.6034053
20.536568,0.16282554,-0.6448404
21.128277,0.152052,-0.6183976
22.018972,0.13924971,-0.28861302
21.000526,0.18712772,-0.46572948
21.160131,0.1359464,-0.3285706
21.565233,0.16730344,-0.5270358
20.959436,0.13584587,-0.4507866
21.707012,0.13930401,-0.4567145
21.102655,0.09417551,-0.44337326
22.162617,0.10494606,-0.39917594
21.62538,0.059813492,-0.3899132
21.717743,0.06713004,-0.11115108
9.634944,0.5083351,-0.8346644
11.757205,0.36258316,-1.653346
7.9159045,0.3976233,-1.3570638
6.0243278,0.39394888,-1.9091216
7.3831105,0.37536326,-1.7455937
7.045736,0.38350934,-1.655068
5.939258,0.38042134,-1.7508887
3.7228172,0.3712297,-2.0218365
5.174277,0.34437647,-1.819199
3.5325248,0.31930268,-1.8759469
13.91493,0.28253853,-0.35124773
10.945535,0.280319,-0.8300769
10.648757,0.36942366,-1.0998267
11.1796665,0.3974478,-1.312994
10.82959,0.35634318,-1.393408
9.35907,0.3898021,-1.7531687
8.742348,0.38740596,-1.7340785
10.414285,0.3889166,-1.5268191
11.174342,0.3769935,-1.24024
11.68293,0.39692482,-1.4000181
20.457266,0.22895406,-0.33905226
19.580936,0.3501558,-0.7081104
19.255693,0.25197753,-0.71402913
18.707417,0.20660152,-0.46400446
19.833906,0.17073272,-0.48593003
18.79387,0.17959648,-0.42225528
20.178934,0.18212278,-0.58890074
19.813522,0.2344176,-0.67836374
18.554373,0.28457633,-0.74658734
19.287434,0.2765313,-0.80975455
19.846922,0.19856614,-0.18686701
20.39199,0.14927831,-0.30955023
21.205814,0.14527056,-0.40108883
20.818195,0.2337527,-0.6043177
20.488777,0.19298916,-0.6138331
20.950552,0.22896764,-0.63235575
20.227512,0.21297963,-0.63437206
20.484083,0.15597665,-0.5001205
20.588802,0.069359325,-0.21959795
20.166792,0.11386816,-0.28649127
22.44731,-0.02902477,0.22661404
22.515951,-0.037369736,0.2547799
22.363531,-0.051894374,0.35466245
22.602793,-0.006416282,0.14098556
22.097385,0.02703848,0.053772796
21.890793,0.02860632,-0.064065166
22.356468,0.08005167,-0.21940519
21.323025,0.04725387,-0.12598209
21.01026,0.10538332,-0.24952962
22.149857,0.2484699,-0.70082885
12.282661,0.34387222,-0.4848553
4.9498525,0.3283351,-1.36778
6.735663,0.25940418,-1.6107696
4.7977233,0.3350374,-1.656397
5.0215354,0.32424825,-1.6623532
0.59744614,0.30482998,-2.1118171
1.4702221,0.2038599,-1.9658903
0.86128205,0.22779258,-1.9189655
-1.3461689,0.1916825,-2.218591
-2.0282671,0.15226115,-2.3954794
1.5460621,0.49728504,-0.9255528
-8.964642,0.121692926,-2.1826434
-7.299731,-0.26598758,-2.146765
-6.015824,-0.056688197,-2.4462068
-7.593636,-0.054225154,-2.3999476
-5.8624787,-0.058400996,-2.2385418
-7.9751554,-0.089749314,-2.156689
-8.349649,-0.120157756,-2.1364036
-5.80049,-0.053044684,-2.2640169
-5.799105,0.0044708936,-2.32246
15.839748,0.21980064,-0.22389562
16.043766,0.2504695,-0.5325036
16.920698,0.22333212,-0.514221
18.753277,0.14553471,-0.48084182
20.36231,0.111914575,-0.4235806
20.62439,0.073032685,-0.36920762
19.495829,0.12730776,-0.30984044
20.992054,0.16455635,-0.41177368
20.832806,0.20198515,-0.564388
20.781693,0.22769979,-0.6838234
22.662643,-0.053240754,0.18675022
23.272448,-0.03893394,-0.04465742
22.675203,0.025821814,0.07946422
22.672472,0.060337193,-0.11942101
21.818506,0.039099164,-0.06960604
21.897926,0.116612956,-0.20934178
21.39409,0.056659646,-0.10187898
21.79502,-0.03709992,0.19609316
20.647959,0.11270272,-0.13191138
20.68157,0.05621233,-0.13093184
1.1783825,0.44092906,-0.8414032
2.6417568,0.008793184,-2.1330006
-3.814278,0.15815684,-2.2161415
-6.674336,0.08092546,-2.5295465
-3.8736193,0.05644735,-2.337936
-4.793181,0.043580316,-2.31872
-5.828366,-0.02420885,-2.3565407
-5.54102,-0.0283946,-2.254432
-5.22074,0.02265885,-2.3354118
-5.5851808,-0.016793167,-2.4119647
17.577173,0.17092532,-0.10535858
17.880074,0.37408698,-0.7236497
17.974241,0.24071975,-0.6017684
19.3251,0.20289484,-0.6367783
19.64778,0.20310375,-0.7675473
18.951239,0.30532002,-0.8900927
18.938808,0.2681392,-0.77366143
18.331408,0.28387806,-0.80809027
17.52252,0.31933886,-0.84699863
18.742676,0.25075626,-0.815963
19.962858,0.05989077,0.08639046
21.759588,-0.01366531,0.18818776
22.011648,0.020209992,0.034262437
21.238739,0.023735354,-0.054276478
22.448376,0.0034262922,-0.03503154
22.284067,0.061743148,-0.32216454
21.673407,0.1362015,-0.33252037
21.411499,0.08754362,-0.2856472
22.314293,0.20888287,-0.6895506
21.270752,0.22111657,-0.6891659
8.663009,0.42971146,-0.7175949
5.5303464,0.3199465,-1.999067
-1.1827835,0.24568605,-2.0006552
-0.94966155,0.19555615,-2.0304322
-1.1843551,0.20185521,-2.0374808
-0.74430877,0.2138491,-1.9078628
-3.5614665,0.07267206,-2.097518
-3.7802699,0.0369614,-2.1293766
-4.5756993,0.01756158,-2.2143679
-4.4180226,0.043996297,-2.27107
19.526241,0.18522017,-0.22609492
20.872011,0.055639274,0.069594465
21.866016,0.07009328,-0.17444177
20.954718,0.09101435,-0.35198158
21.616531,0.1224592,-0.511542
21.573868,0.17830803,-0.5277196
21.270487,0.16491628,-0.5730092
21.190073,0.155163,-0.54360366
21.25812,0.16342656,-0.5581381
21.445288,0.22880968,-0.674252
17.336676,0.16614795,-0.09540931
18.015675,0.2986028,-0.55367917
17.423977,0.34991464,-0.8595399
17.158442,0.3065577,-0.908106
16.164019,0.38111213,-1.1556448
16.949778,0.35324407,-1.0860925
17.16909,0.39123642,-1.1121632
17.448868,0.33540714,-0.9872641
17.835371,0.32670742,-0.9432189
17.94761,0.32844213,-0.98843867
15.898373,0.34387732,-0.4969253
19.739832,0.12881044,-0.25743163
19.749575,0.13365437,-0.2558058
19.73316,0.16829342,-0.37651163
19.873251,0.11899321,-0.38224518
20.573692,0.12926811,-0.40213567
20.55477,0.14518456,-0.4978907
20.752623,0.13764012,-0.55277395
21.155033,0.08820811,-0.39456767
21.151901,0.093005665,-0.2016703
11.991939,0.4116787,-0.6305515
5.002258,0.35434535,-1.491121
2.1288097,0.34574398,-2.3537374
0.64217156,0.2840592,-2.2917988
-1.4547371,0.226768,-2.4056883
-1.482035,0.15517874,-2.2353036
-2.0254748,0.151599,-2.108184
-2.7955306,0.1045154,-2.0927234
-3.4878333,0.06750969,-2.1396966
-5.4594026,0.013325938,-2.2663143
15.682453,0.5224325,-0.8575689
18.592625,0.36530966,-0.87817734
18.480772,0.32667208,-0.8445383
18.314753,0.31444216,-0.9076207
18.648125,0.22383402,-0.74641293
19.597116,0.23839496,-0.80835134
19.742664,0.20295492,-0.72027653
19.742464,0.20179449,-0.6721055
20.26237,0.18899094,-0.7012146
20.608536,0.20203313,-0.73375744
22.07077,-0.021823725,0.278522
21.687931,0.014005267,0.19144465
21.088718,0.031168649,0.1283758
21.955095,0.08123169,-0.20934965
21.06631,0.11148896,-0.27152246
20.92112,0.09487793,-0.2462854
22.074293,0.17285147,-0.5727696
20.165297,0.114237785,-0.4265048
22.073803,0.16287899,-0.5160139
20.601885,0.18510777,-0.5409453
17.180744,0.31210053,-0.4672776
15.190719,0.378651,-0.79538363
15.164613,0.42883027,-1.1966269
15.05487,0.40033615,-1.2456505
14.275355,0.3996765,-1.2935932
15.49634,0.34419537,-1.1988739
15.854974,0.3281287,-1.1723483
11.101925,0.37058648,-1.4156667
15.881424,0.3098348,-1.2030602
16.43787,0.27736855,-1.0089451
16.101065,0.11706344,0.034375954
12.257471,0.22032513,-0.473396
12.253909,0.32167944,-1.0737531
12.684843,0.30701536,-0.93411607
10.845018,0.3598051,-1.538856
11.4587,0.39065978,-1.5762141
11.099156,0.4064002,-1.4595816
9.221213,0.43931565,-1.662011
9.252553,0.38318974,-1.4828097
9.643159,0.39003477,-1.3800505
20.20122,0.2344703,-0.31368512
20.556273,0.05171538,-0.0764137
22.699137,0.1002427,-0.2311535
21.449387,0.08349187,-0.25446916
22.003445,0.085096456,-0.20537223
20.968695,0.11134625,-0.1861157
21.494305,0.09576989,-0.32227582
21.483582,0.06422328,-0.24159689
22.621727,0.13989776,-0.4722277
21.24872,0.11627906,-0.47905076
13.85733,0.49526554,-0.80068535
10.945381,0.5805163,-1.6885701
10.496396,0.42287385,-1.5784838
9.317161,0.44351017,-1.7243851
7.466023,0.39662585,-1.6968237
8.211355,0.4097569,-1.736138
6.9222026,0.4133345,-1.7821859
4.005361,0.36321938,-1.9472038
1.4796053,0.35437605,-2.3419871
0.8850629,0.17963234,-2.181696
11.193174,0.39081842,-0.58194864
3.6928422,0.2051027,-1.1667392
1.4267241,0.17002061,-1.9802569
-0.24406464,0.19335721,-1.8528107
-1.2923969,0.15349919,-1.8985959
-2.3978941,0.11382079,-1.9961413
-3.8773386,0.081558,-2.3617213
-3.3363593,0.06748373,-2.2380574
-4.817456,0.026095042,-2.348441
-4.5193715,0.020849893,-2.4207447
13.614939,0.40995637,-0.626486
15.497808,0.32108977,-0.94427305
11.794129,0.4074505,-1.1736299
11.910614,0.3765826,-1.3663027
13.406604,0.35585323,-1.324785
14.370722,0.35393116,-1.3801454
13.308366,0.39787462,-1.5093633
14.472389,0.3560863,-1.4528645
14.888861,0.30252907,-1.2271794
16.084866,0.27694133,-1.2523196
20.076267,0.16388011,-0.13223965
20.98259,0.12132966,-0.19827642
21.081463,0.039410032,0.0025860271
21.954647,0.021453926,0.00820916
21.474525,0.015251973,0.036026735
22.448193,-0.03503882,0.05831178
22.829971,0.04588779,-0.14530165
21.792164,0.059535034,-0.3454876
22.613844,0.13278092,-0.527705
21.322533,0.12420135,-0.38811356
19.746119,0.17330007,-0.1915607
17.120333,0.22458836,-0.26233387
19.645195,0.17480664,-0.40478176
19.825893,0.1700682,-0.56067544
20.201086,0.11699655,-0.4234246
19.914537,0.24561937,-0.69854337
20.466301,0.21464695,-0.63422585
20.036161,0.15358908,-0.52568865
20.752073,0.09869778,-0.38167322
21.331392,0.05467213,-0.25221902
21.389317,0.10404939,-0.08124957
21.498768,0.08693675,-0.1887361
21.8955,0.17544566,-0.50373775
20.733315,0.16434953,-0.6409634
19.324327,0.26305667,-0.7165436
19.756643,0.16180533,-0.49702126
21.702024,0.10461131,-0.41135997
21.301792,0.12280832,-0.5674176
20.95917,0.056037836,-0.16940285
21.355242,0.1739526,-0.43385875
13.926183,0.3654981,-0.5352725
11.310155,0.3620222,-1.1084689
11.3753605,0.3341197,-1.028501
11.987344,0.3807823,-1.3366344
11.836359,0.37043086,-1.4681203
12.558104,0.38829592,-1.554064
11.947361,0.46086046,-1.6807061
12.384861,0.4178125,-1.4680253
13.087897,0.35541716,-1.2478454
12.029285,0.4025193,-1.5072683
9.905775,0.39950976,-0.59819627
4.9103017,0.24255584,-1.5072569
-1.7570518,0.27800888,-2.2119448
0.61727685,0.18106319,-1.9891046
-1.5851234,0.17393519,-2.110202
-2.2110064,0.11665695,-1.9820765
-3.9818347,0.037373953,-2.0132477
-4.249558,0.03309744,-2.283414
-3.3333151,0.11804268,-2.197901
-3.2532828,0.122015,-2.1267242
12.911918,0.14461154,0.0043915412
11.691494,0.1820891,-0.7214752
11.070383,0.33846557,-0.89305335
7.248299,0.3793741,-1.5859976
8.560915,0.36323434,-1.6565713
8.560364,0.37543383,-1.5259347
10.426369,0.36482766,-1.3383088
10.088346,0.39515677,-1.5506115
9.058911,0.38602704,-1.535274
6.179194,0.37283793,-1.7176224
22.52934,0.09329275,-0.052370112
21.758142,0.08951634,-0.18038888
21.921045,0.056059398,-0.28215975
22.365053,0.13018914,-0.41961956
21.388882,0.10230542,-0.36030453
21.923832,0.08323086,-0.2326398
21.749779,0.030964682,-0.1570424
17.684988,0.07545791,0.05970033
22.27801,0.12691166,-0.2327257
20.94541,0.14226858,-0.36583287
22.732248,0.08648067,-0.05729465
21.588053,0.0035000232,0.124214955
20.723227,0.28105584,-0.45746624
19.325907,0.24055901,-0.48750126
18.078367,0.26820338,-0.5636243
17.477282,0.38664487,-0.94993764
19.557148,0.27810246,-0.846037
18.775772,0.2743794,-0.689971
19.042654,0.24580747,-0.7306362
16.612972,0.28537807,-0.69612867
7.606917,0.17982954,-0.05231194
-0.6242774,0.005887562,-1.1949589
-0.4259418,0.08773908,-1.8284742
-1.7263206,0.16905902,-1.927991
-2.8731902,0.097382665,-2.104573
-4.0304666,0.037946753,-2.1614258
-4.055205,0.039191253,-2.2936044
-4.591044,0.023357773,-2.3445504
-5.3073144,-0.0004213664,-2.417004
-4.206158,0.051586144,-2.3586457
13.751633,0.35886785,-0.51862824
3.066652,0.38529685,-1.2105118
-11.517973,0.10686481,-1.5954131
-6.990145,-0.36737144,-1.5101308
-5.294682,-0.024332142,-2.3238688
-4.6251626,0.08787951,-2.2418952
-5.200415,0.030093918,-2.3354924
-5.642716,-0.008302054,-2.5092895
-8.968807,-0.02005752,-2.5732672
-5.404547,-0.07453401,-2.5924895
12.50562,0.2709173,-0.31583166
12.042291,0.4254494,-1.3602803
8.351128,0.463382,-1.6582559
9.096653,0.34439448,-1.4489893
6.709886,0.33656424,-1.6266978
7.1642375,0.3423036,-1.6533195
7.0032372,0.35883963,-1.5744717
6.4843135,0.35340887,-1.6056985
6.1632476,0.32638904,-1.4977154
5.3369117,0.30717877,-1.6017468
20.415228,-0.024521014,0.41064134
22.475399,-0.06368566,0.3745418
22.21855,-0.11625639,0.54511774
23.09967,0.006213212,-0.016266296
21.870914,0.018571565,-0.111611195
22.220387,-0.006357229,-0.020488778
22.667713,0.022348428,-0.04991622
22.406326,0.066452526,-0.26551604
22.159538,0.07079131,-0.30361176
21.982306,0.10686208,-0.315085
19.609827,0.064685605,0.08558106
15.498551,0.18408102,-0.13169642
19.653105,0.075276606,-0.035374325
20.59616,0.12549584,-0.32878476
20.346869,0.16609785,-0.6025891
20.192337,0.21721056,-0.7004731
20.455053,0.23104852,-0.68697995
20.150259,0.18716733,-0.674056
20.448727,0.23166887,-0.68376404
20.171373,0.16206078,-0.61957324
17.733152,0.43541104,-0.70994884
16.704712,0.29179996,-0.57845926
15.653555,0.43195578,-1.1315286
13.468961,0.44713134,-1.4079428
16.661821,0.29002264,-1.0127572
16.63644,0.28609094,-0.97004646
15.905146,0.36509314,-1.1708864
17.121117,0.26725742,-0.9801497
17.591227,0.24538186,-0.93126637
18.52446,0.19079608,-0.77090317
19.833523,0.32301626,-0.48066938
17.934668,0.3348074,-0.67168087
19.277794,0.16891462,-0.42063552
20.262505,0.08653589,-0.29290962
21.689651,0.027947152,-0.04460196
21.921055,0.051427476,-0.13017644
22.346474,0.16364217,-0.49350035
21.015789,0.13877566,-0.5537923
21.522087,0.13443798,-0.56085014
20.326666,0.24046752,-0.6498142
7.9582086,0.25833046,-0.24068464
-1.4157203,-0.01900745,-0.980326
-5.6022687,-0.06517876,-1.8472303
-5.0411973,-0.015405036,-2.3649662
-7.334616,-0.014583192,-2.4483583
-6.5760674,-0.09120739,-2.3774664
-5.895079,-0.048241206,-2.3591232
-9.211998,-0.06792746,-2.2390378
-6.2530656,-0.1298483,-2.3897269
-6.1932397,-0.06329618,-2.2691436
20.69481,0.2630119,-0.4546978
20.135674,0.20679045,-0.41696566
17.97461,0.2347453,-0.42176175
20.26799,0.1423147,-0.41429448
20.71822,0.113518625,-0.49195874
21.410833,0.091779605,-0.40977156
21.966055,0.05300886,-0.28837758
22.100622,0.13188085,-0.4027937
21.551,0.13556832,-0.5272548
21.726854,0.15414345,-0.5509576
12.447393,0.18613301,-0.09797392
8.8314905,0.10043142,-0.60425115
5.595658,0.29197422,-1.3565028
3.1861646,0.31757674,-1.738248
4.3860536,0.2921547,-1.5746458
2.8987758,0.2859666,-1.7979101
-1.7026771,0.20945825,-1.9984916
-0.8324607,0.10859918,-2.14734
-2.6975672,0.087593466,-2.0163012
-3.704058,0.047141694,-2.1720185
15.922497,0.21628538,-0.22746022
17.399168,0.38066742,-0.7998238
15.718854,0.37231523,-0.9258273
16.861528,0.2787271,-0.89465266
17.833364,0.31441343,-1.127613
17.664413,0.2552223,-1.0331995
17.897886,0.3266002,-1.1344931
17.988964,0.25576723,-0.9199516
16.056814,0.29225963,-0.9204114
18.046688,0.3497228,-1.0666397
16.18295,0.033493944,0.26876816
19.06899,0.049630515,-0.01790444
19.278881,0.1045818,-0.1818709
19.739729,0.15654837,-0.5492558
19.480549,0.10944557,-0.29988223
21.091917,0.007344359,-0.04500891
21.472807,-0.037633292,0.16982979
22.591244,0.008972847,0.022514125
20.952732,0.0001532522,0.09470137
23.117537,0.010015436,-0.022193203
19.779667,0.15751825,-0.21518745
20.457264,0.19566223,-0.4076559
20.185936,0.19740513,-0.5184183
20.116173,0.10870067,-0.3805098
21.634571,0.06566208,-0.27477926
21.289316,0.0075120865,0.006254067
22.456089,0.026826466,-0.02031223
21.683193,0.102012396,-0.26518577
21.816643,0.1344501,-0.33924162
20.928833,0.057424374,-0.16633208
10.567969,0.48652095,-0.790343
9.189817,0.26616603,-1.3941567
5.9590487,0.36981872,-1.5113995
6.592959,0.34229544,-1.516104
4.831228,0.32256907,-1.8072473
0.691076,0.33538443,-2.2242332
4.073154,0.27371407,-1.9614698
2.5421865,0.27473685,-1.8092681
-0.29950938,0.20063072,-2.0630846
0.023976963,0.18153019,-1.9810158
17.009716,0.22928049,-0.2472501
20.710047,0.08259306,-0.17228468
21.543812,0.06419448,-0.12941642
21.188318,0.014215239,0.085453115
21.990862,-0.024217179,0.13612889
22.93355,0.019039446,-0.074882396
21.90762,-0.0013831321,0.100515805
22.305643,0.08180364,-0.068354316
22.233955,0.1417349,-0.47276115
21.10576,0.12689069,-0.56416386
14.532356,0.15168571,-0.041561138
17.765,0.20323546,-0.44421476
14.61182,0.33024964,-0.81352645
15.338254,0.3003639,-0.8248858
15.72003,0.3024696,-1.0175134
16.55467,0.33290678,-1.1926967
17.177614,0.27045843,-1.1374732
18.514427,0.25510707,-1.1175675
19.002724,0.23489492,-1.0138236
18.785448,0.1903457,-0.70579666
17.859985,0.15871151,-0.1000546
21.260733,0.0124271745,0.13849583
22.020586,0.08888077,-0.29499787
20.930346,0.06662122,-0.27703208
22.324455,0.17206076,-0.54139197
21.351679,0.18995246,-0.5908824
21.284948,0.2105856,-0.6743726
20.713463,0.18685445,-0.6474399
20.729818,0.13661052,-0.5366236
21.571386,0.15847515,-0.48092246
0.21808593,0.366092,-0.62232006
3.177636,0.003915736,-1.9753474
-2.748978,0.2047498,-2.106716
-4.441006,0.085281715,-2.2581935
-3.89337,0.063553356,-2.2258945
-4.624703,0.035822906,-2.2030337
-5.705748,-0.008694581,-2.3705113
